avgSessionDuration,shortSessionRatio,reopenCount,interSessionGap,dailyTotalTime,sessionsPerDay,nightCount,trend,label,source,weight
49.23,0.244,3,179.11,149.71,5,4,12.32,Normal,synthetic,1.0
40.52,0.382,4,94.16,198.81,9,2,47.11,Addicted,synthetic,1.0
75.9,0.65,8,83.82,113.44,9,4,6.32,Frustrated,synthetic,1.0
47.45,0.575,7,52.82,152.89,9,0,-15.44,Normal,synthetic,1.0
10.0,0.581,2,152.11,127.89,4,2,18.7,Normal,synthetic,1.0
36.12,0.639,8,34.96,147.62,10,1,4.5,Frustrated,synthetic,1.0
20.73,0.318,6,108.98,69.39,14,3,51.39,Normal,synthetic,1.0
25.09,0.29,2,142.31,215.76,3,4,7.35,Frustrated,synthetic,1.0
65.85,0.442,5,113.32,188.31,11,4,9.86,Normal,synthetic,1.0
26.46,0.572,8,152.16,150.75,13,4,17.78,Normal,synthetic,1.0
57.5,0.408,2,180.48,44.79,3,3,48.59,Normal,synthetic,1.0
21.57,0.06,0,127.83,119.12,4,0,-35.0,Normal,synthetic,1.0
54.5,0.824,3,46.51,93.24,2,0,5.79,Frustrated,synthetic,1.0
65.24,0.238,4,153.55,189.17,12,2,-8.22,Addicted,synthetic,1.0
29.1,0.637,9,160.03,297.51,9,1,-23.87,Frustrated,synthetic,1.0
39.45,0.665,8,98.71,106.77,8,1,2.76,Frustrated,synthetic,1.0
62.25,0.287,1,87.86,179.66,2,3,26.32,Addicted,synthetic,1.0
51.76,0.65,5,107.52,195.39,2,4,29.69,Frustrated,synthetic,1.0
77.73,0.068,2,104.54,294.55,9,0,-9.91,Addicted,synthetic,1.0
10.0,0.171,2,181.92,173.56,13,2,-7.9,Normal,synthetic,1.0
25.21,0.571,6,157.97,288.49,10,4,3.3,Frustrated,synthetic,1.0
50.31,0.674,6,100.43,111.04,7,3,5.12,Normal,synthetic,1.0
38.62,0.357,3,30.23,149.22,8,0,-17.57,Normal,synthetic,1.0
42.92,0.526,7,207.96,205.89,11,3,20.1,Frustrated,synthetic,1.0
16.23,0.441,6,161.25,122.15,13,4,30.08,Frustrated,synthetic,1.0
16.61,0.759,10,90.35,174.32,12,2,5.31,Frustrated,synthetic,1.0
93.12,0.354,5,5.0,264.23,12,0,9.2,Addicted,synthetic,1.0
67.82,0.671,4,9.14,225.85,7,3,68.16,Addicted,synthetic,1.0
10.0,0.708,2,157.27,109.19,3,4,12.79,Normal,synthetic,1.0
21.54,0.216,1,92.68,174.04,3,3,35.87,Normal,synthetic,1.0
15.47,0.218,3,5.0,260.4,5,2,-20.0,Addicted,synthetic,1.0
40.67,0.608,5,87.74,74.75,2,4,12.52,Frustrated,synthetic,1.0
10.0,0.817,5,129.78,143.04,3,0,-2.81,Frustrated,synthetic,1.0
38.2,0.698,1,154.44,81.01,2,2,29.55,Normal,synthetic,1.0
10.0,0.69,10,76.47,137.94,13,2,44.28,Frustrated,synthetic,1.0
111.05,0.61,2,47.99,195.03,2,2,41.31,Addicted,synthetic,1.0
80.5,0.084,2,75.88,300.5,11,1,-20.0,Addicted,synthetic,1.0
47.02,0.497,6,76.57,172.36,9,3,32.72,Frustrated,synthetic,1.0
10.0,0.251,3,95.37,110.64,10,0,42.12,Normal,synthetic,1.0
56.94,0.671,3,73.38,117.78,1,0,-19.37,Frustrated,synthetic,1.0
42.19,0.638,10,125.87,30.0,14,1,20.38,Normal,synthetic,1.0
71.72,0.041,2,109.55,271.59,1,3,64.6,Addicted,synthetic,1.0
24.11,0.259,3,142.74,193.12,10,0,-6.23,Frustrated,synthetic,1.0
37.64,0.33,4,101.95,110.74,14,3,36.49,Normal,synthetic,1.0
29.42,0.284,1,184.0,109.06,2,4,-7.01,Normal,synthetic,1.0
35.75,0.378,1,106.92,291.84,1,2,-3.6,Frustrated,synthetic,1.0
54.18,0.419,3,5.0,274.83,5,1,3.37,Addicted,synthetic,1.0
22.65,0.67,10,55.99,179.97,10,4,5.36,Frustrated,synthetic,1.0
23.01,0.506,5,5.0,251.11,4,4,-25.14,Frustrated,synthetic,1.0
59.02,0.189,2,34.35,212.56,7,4,36.01,Addicted,synthetic,1.0
59.58,0.444,6,62.7,126.08,13,1,13.08,Frustrated,synthetic,1.0
74.89,0.712,2,229.14,222.75,2,2,0.41,Frustrated,synthetic,1.0
28.42,0.376,2,141.14,81.27,4,2,31.99,Frustrated,synthetic,1.0
83.16,0.582,8,44.13,152.54,7,3,32.45,Frustrated,synthetic,1.0
15.0,0.083,1,5.0,227.15,8,4,50.71,Addicted,synthetic,1.0
25.87,0.212,2,120.91,208.69,14,4,19.55,Normal,synthetic,1.0
17.53,0.305,5,24.64,171.3,5,2,-21.33,Frustrated,synthetic,1.0
18.15,0.65,3,134.61,114.18,1,4,26.42,Frustrated,synthetic,1.0
10.0,0.7,6,204.43,88.38,9,2,2.38,Normal,synthetic,1.0
37.13,0.477,4,97.35,48.79,5,0,8.26,Frustrated,synthetic,1.0
64.85,0.441,3,43.41,76.71,5,0,32.72,Normal,synthetic,1.0
69.76,0.54,3,112.68,277.96,2,0,68.1,Frustrated,synthetic,1.0
89.97,0.302,3,5.0,127.2,11,3,-20.0,Addicted,synthetic,1.0
54.53,0.176,1,42.04,125.14,2,2,81.57,Addicted,synthetic,1.0
60.71,0.189,3,215.63,37.68,13,4,37.45,Normal,synthetic,1.0
27.3,0.407,0,20.32,162.82,2,3,-20.0,Addicted,synthetic,1.0
36.35,0.362,3,200.98,241.97,3,4,18.99,Normal,synthetic,1.0
31.9,0.563,8,52.7,165.39,8,3,4.48,Frustrated,synthetic,1.0
34.73,0.835,8,5.0,152.69,6,2,13.08,Frustrated,synthetic,1.0
52.73,0.46,5,149.96,91.45,10,0,0.69,Frustrated,synthetic,1.0
30.72,0.562,6,5.0,183.16,5,2,-14.77,Frustrated,synthetic,1.0
47.47,0.476,5,155.06,242.56,8,2,-0.79,Frustrated,synthetic,1.0
21.85,0.276,2,101.51,50.24,8,1,-23.99,Normal,synthetic,1.0
61.74,0.169,1,107.96,282.63,6,4,74.42,Addicted,synthetic,1.0
10.0,0.38,7,159.3,131.0,10,4,45.95,Frustrated,synthetic,1.0
14.1,0.285,2,37.25,263.34,4,1,36.65,Frustrated,synthetic,1.0
39.44,0.833,7,6.33,153.89,7,1,37.28,Frustrated,synthetic,1.0
22.27,0.696,6,136.66,136.1,5,1,-34.62,Frustrated,synthetic,1.0
94.68,0.339,5,13.0,210.66,14,0,34.11,Addicted,synthetic,1.0
43.69,0.16,1,76.1,139.82,10,4,40.46,Normal,synthetic,1.0
49.38,0.28,4,151.79,133.3,8,1,47.0,Normal,synthetic,1.0
49.98,0.588,11,140.04,242.46,14,3,45.49,Frustrated,synthetic,1.0
51.96,0.288,5,14.09,147.65,11,1,33.76,Frustrated,synthetic,1.0
78.56,0.129,3,5.0,259.5,11,0,17.68,Addicted,synthetic,1.0
62.69,0.206,2,69.09,122.32,10,4,54.41,Addicted,synthetic,1.0
47.08,0.191,3,10.32,249.07,10,3,47.03,Addicted,synthetic,1.0
78.27,0.326,2,33.97,60.0,1,2,17.23,Addicted,synthetic,1.0
38.81,0.252,4,171.79,122.98,13,4,36.25,Normal,synthetic,1.0
87.12,0.222,2,101.66,378.25,3,4,-4.43,Addicted,synthetic,1.0
52.71,0.056,1,10.0,154.57,14,1,-23.66,Normal,synthetic,1.0
43.56,0.429,3,55.66,214.18,7,3,32.6,Normal,synthetic,1.0
82.7,0.272,2,38.46,233.29,4,0,102.83,Addicted,synthetic,1.0
68.77,0.46,2,113.46,386.88,1,4,-3.56,Addicted,synthetic,1.0
10.0,0.662,8,171.36,30.0,13,0,-5.53,Normal,synthetic,1.0
44.68,0.548,6,51.2,293.97,9,4,47.3,Addicted,synthetic,1.0
49.97,0.729,9,189.31,30.0,13,3,26.42,Normal,synthetic,1.0
27.28,0.685,7,94.13,186.52,10,2,21.53,Frustrated,synthetic,1.0
23.55,0.05,2,139.46,85.8,5,4,-8.7,Normal,synthetic,1.0
57.25,0.68,8,56.14,183.93,9,0,22.86,Frustrated,synthetic,1.0
23.41,0.213,0,185.38,98.37,4,1,16.35,Normal,synthetic,1.0
54.06,0.35,2,165.0,89.99,5,3,1.03,Normal,synthetic,1.0
42.44,0.172,1,25.44,156.4,4,3,34.84,Normal,synthetic,1.0
19.44,0.532,7,5.0,132.1,7,1,-7.89,Frustrated,synthetic,1.0
20.45,0.375,2,110.13,94.28,7,2,-20.51,Normal,synthetic,1.0
61.16,0.43,2,93.11,270.62,4,3,8.33,Addicted,synthetic,1.0
27.83,0.386,6,6.57,172.24,9,4,38.5,Frustrated,synthetic,1.0
37.94,0.079,1,98.62,227.36,14,3,4.15,Addicted,synthetic,1.0
38.73,0.408,4,185.68,101.7,7,4,10.72,Normal,synthetic,1.0
28.12,0.491,2,16.45,198.43,3,3,25.29,Frustrated,synthetic,1.0
15.0,0.156,1,60.97,168.91,7,4,113.93,Addicted,synthetic,1.0
62.52,0.167,0,150.55,358.09,5,2,44.22,Addicted,synthetic,1.0
29.36,0.108,1,54.18,30.0,1,1,-30.63,Normal,synthetic,1.0
11.9,0.556,5,23.92,161.77,8,1,-40.0,Frustrated,synthetic,1.0
27.54,0.85,9,127.5,90.19,9,4,-18.62,Normal,synthetic,1.0
10.57,0.742,7,189.84,188.4,8,4,34.15,Normal,synthetic,1.0
25.7,0.157,1,5.0,372.41,8,2,-16.47,Addicted,synthetic,1.0
85.24,0.178,2,73.23,205.52,13,4,52.48,Addicted,synthetic,1.0
33.27,0.61,1,40.22,344.16,1,2,-20.0,Addicted,synthetic,1.0
85.77,0.381,6,114.98,164.47,11,2,72.59,Addicted,synthetic,1.0
41.33,0.712,10,146.27,30.77,10,1,-40.0,Frustrated,synthetic,1.0
10.88,0.759,7,107.42,183.72,4,2,25.12,Frustrated,synthetic,1.0
10.0,0.419,4,245.93,147.8,5,2,32.14,Normal,synthetic,1.0
33.37,0.676,8,213.12,211.55,9,1,17.02,Frustrated,synthetic,1.0
24.16,0.157,1,5.0,337.54,4,2,-20.0,Addicted,synthetic,1.0
72.09,0.181,2,96.61,265.74,10,4,31.76,Addicted,synthetic,1.0
45.89,0.389,3,107.82,378.79,4,4,46.46,Addicted,synthetic,1.0
41.97,0.352,4,5.0,196.11,13,3,19.09,Addicted,synthetic,1.0
26.87,0.7,1,150.13,412.05,1,4,59.04,Addicted,synthetic,1.0
23.41,0.747,9,5.0,124.05,10,1,29.0,Frustrated,synthetic,1.0
56.0,0.701,5,5.0,145.85,2,0,13.47,Frustrated,synthetic,1.0
20.2,0.452,8,78.43,243.92,10,4,-19.17,Frustrated,synthetic,1.0
41.42,0.685,9,10.94,72.05,9,0,-18.12,Frustrated,synthetic,1.0
63.21,0.328,3,126.64,165.23,10,2,38.94,Normal,synthetic,1.0
46.32,0.518,6,124.68,139.36,13,0,34.17,Normal,synthetic,1.0
41.05,0.544,6,10.0,98.46,8,3,10.31,Normal,synthetic,1.0
52.87,0.762,8,131.32,156.54,9,3,7.44,Normal,synthetic,1.0
10.0,0.439,7,56.83,91.53,7,4,1.43,Frustrated,synthetic,1.0
15.95,0.562,6,178.16,78.97,9,2,-22.5,Normal,synthetic,1.0
31.32,0.305,3,68.52,254.45,5,1,29.07,Addicted,synthetic,1.0
62.83,0.442,2,125.56,212.49,5,4,26.41,Addicted,synthetic,1.0
31.53,0.548,9,170.48,183.75,13,1,2.79,Frustrated,synthetic,1.0
22.59,0.484,7,5.0,94.7,10,1,18.11,Frustrated,synthetic,1.0
61.52,0.353,5,98.03,79.13,4,1,8.57,Frustrated,synthetic,1.0
15.91,0.572,0,47.7,228.22,1,3,-28.14,Normal,synthetic,1.0
10.0,0.681,9,95.3,238.8,12,0,26.16,Frustrated,synthetic,1.0
45.94,0.271,3,124.23,180.7,12,3,29.23,Addicted,synthetic,1.0
26.94,0.105,1,26.71,82.96,13,3,13.23,Normal,synthetic,1.0
112.19,0.24,0,5.0,218.94,2,4,25.08,Addicted,synthetic,1.0
26.38,0.405,5,124.33,81.59,12,2,-17.31,Normal,synthetic,1.0
63.19,0.562,4,5.0,268.01,8,2,60.18,Addicted,synthetic,1.0
27.82,0.291,1,92.65,93.57,5,3,35.48,Normal,synthetic,1.0
21.1,0.081,2,183.6,131.14,8,1,-14.7,Normal,synthetic,1.0
17.86,0.526,5,92.17,142.05,11,2,51.84,Normal,synthetic,1.0
65.11,0.256,3,13.34,192.36,12,3,3.89,Addicted,synthetic,1.0
60.16,0.253,4,151.77,137.0,10,1,26.14,Normal,synthetic,1.0
57.55,0.688,3,99.04,138.24,4,1,-4.31,Frustrated,synthetic,1.0
13.6,0.496,7,150.68,107.59,12,2,2.81,Normal,synthetic,1.0
52.94,0.571,10,108.44,115.61,14,3,44.09,Frustrated,synthetic,1.0
10.0,0.828,15,42.15,101.57,14,4,-3.47,Frustrated,synthetic,1.0
35.91,0.262,2,11.01,170.67,6,1,70.74,Addicted,synthetic,1.0
10.0,0.48,6,247.58,156.06,14,3,-1.9,Normal,synthetic,1.0
15.0,0.11,0,59.21,151.32,8,3,80.9,Addicted,synthetic,1.0
28.52,0.199,3,80.39,30.0,7,3,12.37,Normal,synthetic,1.0
11.49,0.308,1,26.48,158.16,1,3,21.59,Normal,synthetic,1.0
67.13,0.347,5,115.42,242.79,12,1,-8.03,Addicted,synthetic,1.0
74.26,0.264,2,5.67,250.94,6,0,98.35,Addicted,synthetic,1.0
47.24,0.767,14,105.81,151.12,14,0,32.11,Frustrated,synthetic,1.0
74.37,0.494,2,34.48,300.25,2,4,74.35,Addicted,synthetic,1.0
65.67,0.581,3,89.57,280.17,3,3,30.52,Addicted,synthetic,1.0
77.57,0.555,3,56.66,278.91,6,0,21.52,Addicted,synthetic,1.0
31.26,0.263,2,80.97,48.9,6,0,1.72,Frustrated,synthetic,1.0
15.69,0.319,3,5.0,191.66,2,2,-3.33,Frustrated,synthetic,1.0
34.42,0.104,1,99.46,140.79,1,0,12.2,Addicted,synthetic,1.0
23.09,0.422,2,10.0,122.61,2,4,12.04,Normal,synthetic,1.0
71.21,0.718,9,138.46,124.98,10,0,50.89,Frustrated,synthetic,1.0
97.36,0.416,3,22.06,175.69,3,4,55.27,Addicted,synthetic,1.0
54.72,0.304,3,80.37,215.14,11,4,44.73,Addicted,synthetic,1.0
37.9,0.602,8,158.17,133.83,9,0,62.18,Frustrated,synthetic,1.0
38.88,0.848,0,164.32,100.92,1,4,-14.24,Normal,synthetic,1.0
62.5,0.465,3,55.54,164.76,5,2,70.3,Addicted,synthetic,1.0
15.0,0.152,1,44.17,116.98,4,3,72.7,Addicted,synthetic,1.0
41.95,0.533,6,83.45,75.46,8,1,-7.59,Normal,synthetic,1.0
10.0,0.766,9,91.2,182.94,10,0,0.91,Frustrated,synthetic,1.0
22.85,0.084,1,148.74,162.96,1,4,-6.53,Normal,synthetic,1.0
35.24,0.746,5,152.68,128.83,3,3,6.39,Frustrated,synthetic,1.0
10.0,0.684,6,69.44,150.4,3,3,30.95,Frustrated,synthetic,1.0
40.47,0.25,2,101.47,149.05,7,1,27.03,Addicted,synthetic,1.0
55.62,0.707,8,36.08,115.81,11,2,21.32,Frustrated,synthetic,1.0
10.55,0.708,3,84.28,193.65,2,4,23.98,Frustrated,synthetic,1.0
34.9,0.319,6,44.01,87.26,12,2,48.26,Frustrated,synthetic,1.0
54.68,0.106,0,93.03,63.96,3,4,-9.23,Normal,synthetic,1.0
51.05,0.27,2,142.68,113.87,6,0,4.66,Normal,synthetic,1.0
65.95,0.113,3,172.15,138.23,13,3,28.13,Normal,synthetic,1.0
26.64,0.444,4,174.4,95.47,10,4,-1.66,Normal,synthetic,1.0
37.17,0.609,9,95.68,143.7,12,2,-15.83,Normal,synthetic,1.0
44.57,0.432,3,166.57,30.0,6,4,-22.77,Normal,synthetic,1.0
37.5,0.222,4,187.69,95.41,10,2,34.65,Normal,synthetic,1.0
43.87,0.613,5,206.91,191.74,8,3,-6.48,Normal,synthetic,1.0
50.03,0.726,4,147.38,59.12,6,4,-1.91,Normal,synthetic,1.0
10.0,0.335,2,50.6,183.77,5,0,-11.85,Frustrated,synthetic,1.0
40.32,0.133,2,53.74,183.85,9,2,49.79,Normal,synthetic,1.0
34.03,0.75,3,36.2,138.11,2,3,-2.64,Normal,synthetic,1.0
24.36,0.502,6,151.29,160.21,12,4,2.83,Normal,synthetic,1.0
10.0,0.424,6,70.29,190.52,8,2,-21.7,Frustrated,synthetic,1.0
41.75,0.306,4,143.75,233.82,8,4,61.18,Normal,synthetic,1.0
76.59,0.149,1,82.56,292.77,1,2,14.65,Addicted,synthetic,1.0
10.0,0.643,3,94.11,149.83,3,1,14.72,Normal,synthetic,1.0
26.51,0.604,3,249.63,112.9,2,1,20.31,Normal,synthetic,1.0
55.73,0.708,11,107.0,137.82,14,2,-8.25,Normal,synthetic,1.0
35.53,0.178,3,85.87,349.9,13,2,55.47,Addicted,synthetic,1.0
67.72,0.434,1,78.46,166.89,2,1,-10.57,Frustrated,synthetic,1.0
36.59,0.445,4,144.53,151.92,3,1,51.0,Frustrated,synthetic,1.0
71.04,0.2,2,144.44,207.19,1,0,9.73,Addicted,synthetic,1.0
10.0,0.467,8,72.6,282.9,10,0,-36.11,Frustrated,synthetic,1.0
46.77,0.681,10,7.8,247.97,10,2,1.01,Frustrated,synthetic,1.0
74.36,0.164,4,118.19,30.0,13,1,-19.85,Normal,synthetic,1.0
68.24,0.127,1,23.45,138.29,8,2,25.43,Addicted,synthetic,1.0
60.41,0.077,1,80.11,120.04,2,3,-15.77,Normal,synthetic,1.0
10.0,0.579,5,87.32,151.07,4,3,63.46,Frustrated,synthetic,1.0
48.4,0.589,9,134.77,159.94,9,0,52.09,Frustrated,synthetic,1.0
51.15,0.37,1,42.76,140.91,5,1,61.86,Addicted,synthetic,1.0
43.38,0.722,11,161.77,192.9,10,1,65.2,Frustrated,synthetic,1.0
103.67,0.205,4,25.55,236.33,14,3,31.83,Addicted,synthetic,1.0
80.68,0.139,2,68.16,224.09,9,0,-19.15,Addicted,synthetic,1.0
60.59,0.495,5,179.32,193.18,7,2,0.02,Normal,synthetic,1.0
57.04,0.849,4,5.0,268.64,1,3,-40.0,Frustrated,synthetic,1.0
59.8,0.308,2,146.89,137.47,5,2,39.51,Frustrated,synthetic,1.0
12.24,0.17,2,38.03,192.5,9,4,-18.46,Normal,synthetic,1.0
11.16,0.421,8,35.93,98.39,14,3,-29.1,Frustrated,synthetic,1.0
15.71,0.656,3,64.11,173.17,3,2,47.83,Frustrated,synthetic,1.0
63.54,0.268,1,117.73,318.9,1,3,98.57,Addicted,synthetic,1.0
32.83,0.834,4,148.5,166.17,4,1,37.21,Frustrated,synthetic,1.0
10.0,0.383,6,248.19,231.71,12,2,25.03,Normal,synthetic,1.0
39.65,0.555,8,156.65,151.63,14,0,-1.85,Frustrated,synthetic,1.0
33.41,0.225,2,67.76,168.59,8,4,37.69,Frustrated,synthetic,1.0
41.4,0.167,3,148.1,174.68,13,0,48.47,Normal,synthetic,1.0
32.78,0.525,4,264.38,237.97,6,2,3.73,Normal,synthetic,1.0
53.47,0.259,3,113.18,108.42,6,0,78.82,Addicted,synthetic,1.0
41.95,0.71,11,95.23,194.34,12,3,-3.25,Frustrated,synthetic,1.0
12.08,0.672,1,65.91,88.34,2,1,7.35,Normal,synthetic,1.0
39.89,0.511,9,116.95,98.29,12,0,17.78,Frustrated,synthetic,1.0
15.0,0.167,2,5.0,270.42,3,3,84.69,Addicted,synthetic,1.0
59.91,0.768,4,95.23,59.93,4,4,48.35,Frustrated,synthetic,1.0
64.03,0.642,6,20.18,210.52,8,2,25.54,Addicted,synthetic,1.0
30.61,0.611,6,157.3,173.65,8,0,-32.82,Frustrated,synthetic,1.0
43.93,0.296,2,122.47,234.09,2,1,-10.45,Frustrated,synthetic,1.0
44.87,0.667,7,133.99,43.93,6,1,-27.89,Frustrated,synthetic,1.0
40.5,0.527,9,92.12,71.6,12,3,-40.0,Frustrated,synthetic,1.0
25.2,0.312,2,265.1,208.12,5,1,-10.93,Normal,synthetic,1.0
85.05,0.126,1,32.46,134.3,4,1,16.13,Addicted,synthetic,1.0
17.07,0.39,6,169.1,174.8,12,1,39.91,Normal,synthetic,1.0
55.95,0.493,7,36.8,169.49,13,0,19.13,Normal,synthetic,1.0
24.71,0.691,8,194.04,40.73,9,0,-16.05,Normal,synthetic,1.0
28.32,0.25,1,180.92,111.0,4,4,17.03,Normal,synthetic,1.0
23.52,0.424,1,74.02,78.87,2,1,32.0,Normal,synthetic,1.0
44.55,0.67,6,30.87,112.1,7,4,-22.99,Normal,synthetic,1.0
40.85,0.166,1,165.66,128.35,1,2,16.65,Normal,synthetic,1.0
58.43,0.142,0,108.99,327.96,3,2,37.42,Addicted,synthetic,1.0
60.77,0.533,5,194.0,30.0,6,2,-12.0,Frustrated,synthetic,1.0
36.28,0.369,1,113.71,143.44,3,0,-8.21,Normal,synthetic,1.0
31.22,0.758,10,119.37,263.92,8,1,10.66,Frustrated,synthetic,1.0
10.0,0.473,3,129.58,30.0,6,1,23.56,Frustrated,synthetic,1.0
81.25,0.096,3,52.33,161.67,14,0,-5.9,Addicted,synthetic,1.0
39.43,0.385,1,10.0,90.2,3,4,19.33,Normal,synthetic,1.0
11.68,0.523,5,75.85,30.0,3,4,-5.0,Frustrated,synthetic,1.0
35.32,0.344,6,54.35,117.66,13,0,41.82,Addicted,synthetic,1.0
60.73,0.121,2,5.0,129.07,9,2,64.43,Addicted,synthetic,1.0
10.0,0.575,9,104.92,172.0,9,1,42.04,Frustrated,synthetic,1.0
69.5,0.456,2,62.89,231.43,4,4,-8.91,Addicted,synthetic,1.0
44.42,0.702,7,104.06,93.41,5,2,19.59,Frustrated,synthetic,1.0
54.42,0.364,1,5.0,268.63,1,3,74.6,Addicted,synthetic,1.0
10.9,0.321,5,126.85,69.48,11,4,-35.0,Normal,synthetic,1.0
10.0,0.924,6,89.56,166.44,6,2,33.71,Frustrated,synthetic,1.0
73.65,0.751,12,78.31,116.42,14,2,60.27,Frustrated,synthetic,1.0
57.56,0.3,2,209.0,191.41,6,1,25.91,Normal,synthetic,1.0
102.67,0.312,5,83.68,240.82,12,2,70.58,Addicted,synthetic,1.0
39.61,0.429,1,31.6,145.9,1,3,1.21,Normal,synthetic,1.0
40.68,0.13,3,25.8,152.55,11,2,54.25,Addicted,synthetic,1.0
20.44,0.704,6,63.89,30.0,3,2,14.47,Frustrated,synthetic,1.0
66.49,0.85,8,255.17,99.41,9,3,-19.87,Normal,synthetic,1.0
45.87,0.632,10,5.0,201.83,11,4,-10.79,Frustrated,synthetic,1.0
17.65,0.519,6,25.6,216.14,11,1,-31.79,Frustrated,synthetic,1.0
38.07,0.475,6,163.65,176.81,9,1,-0.28,Frustrated,synthetic,1.0
10.0,0.199,3,74.84,119.86,9,3,1.06,Frustrated,synthetic,1.0
56.81,0.211,2,65.51,156.44,4,3,42.81,Addicted,synthetic,1.0
85.22,0.283,2,96.77,203.4,6,3,95.34,Addicted,synthetic,1.0
47.88,0.102,0,54.24,60.0,8,2,67.14,Addicted,synthetic,1.0
19.26,0.532,3,140.73,70.56,2,2,22.02,Normal,synthetic,1.0
95.87,0.181,0,93.54,284.24,5,4,28.36,Addicted,synthetic,1.0
10.0,0.844,14,110.98,45.97,14,3,-0.61,Frustrated,synthetic,1.0
32.83,0.216,3,187.63,147.87,5,0,-3.37,Normal,synthetic,1.0
52.43,0.844,6,268.12,122.3,5,2,39.0,Normal,synthetic,1.0
32.45,0.403,5,158.85,98.56,9,0,-22.1,Frustrated,synthetic,1.0
78.51,0.222,1,94.95,164.14,6,4,76.46,Addicted,synthetic,1.0
73.92,0.045,1,5.0,186.47,11,1,32.64,Addicted,synthetic,1.0
48.82,0.184,4,79.06,201.38,13,0,23.54,Addicted,synthetic,1.0
65.37,0.874,10,11.99,202.21,11,1,61.32,Frustrated,synthetic,1.0
12.68,0.833,9,97.78,89.33,10,4,-10.99,Normal,synthetic,1.0
54.04,0.441,3,7.38,371.28,3,0,-3.44,Addicted,synthetic,1.0
49.63,0.56,2,8.22,30.0,3,0,-16.15,Frustrated,synthetic,1.0
10.0,0.758,8,175.16,257.04,10,3,-40.0,Frustrated,synthetic,1.0
46.96,0.335,4,99.57,308.53,6,0,7.52,Addicted,synthetic,1.0
50.05,0.269,3,159.76,168.18,4,3,-10.89,Frustrated,synthetic,1.0
64.97,0.298,3,10.71,275.62,8,4,33.73,Addicted,synthetic,1.0
36.6,0.172,2,5.0,153.13,9,4,46.13,Addicted,synthetic,1.0
12.23,0.549,1,109.07,133.18,2,0,-35.0,Normal,synthetic,1.0
65.07,0.809,12,75.4,30.0,14,1,3.88,Frustrated,synthetic,1.0
52.12,0.5,7,72.64,180.68,13,4,-35.0,Normal,synthetic,1.0
49.89,0.613,4,109.05,120.98,3,2,17.64,Frustrated,synthetic,1.0
16.25,0.084,0,121.03,96.7,1,3,11.2,Normal,synthetic,1.0
42.12,0.684,10,193.5,103.01,10,1,-12.21,Frustrated,synthetic,1.0
55.56,0.506,4,167.78,185.16,2,2,25.75,Frustrated,synthetic,1.0
19.88,0.613,2,70.91,203.68,2,1,5.23,Frustrated,synthetic,1.0
75.11,0.462,5,5.0,146.57,12,3,4.83,Addicted,synthetic,1.0
38.81,0.085,2,80.23,30.0,10,2,-24.44,Normal,synthetic,1.0
89.16,0.311,5,61.41,329.28,14,2,16.62,Addicted,synthetic,1.0
50.67,0.348,3,225.85,126.59,4,1,-32.28,Normal,synthetic,1.0
21.79,0.208,1,129.74,118.6,7,2,28.1,Normal,synthetic,1.0
73.41,0.356,1,85.33,314.22,3,1,43.71,Addicted,synthetic,1.0
37.97,0.43,1,100.81,293.57,2,1,59.86,Addicted,synthetic,1.0
71.28,0.387,1,42.91,142.42,2,0,23.66,Addicted,synthetic,1.0
64.13,0.667,10,104.89,109.82,11,3,67.09,Frustrated,synthetic,1.0
34.45,0.368,3,5.0,191.91,8,3,43.26,Addicted,synthetic,1.0
45.96,0.395,6,5.0,205.63,13,3,88.97,Addicted,synthetic,1.0
125.15,0.331,6,56.66,295.41,14,4,11.33,Addicted,synthetic,1.0
10.0,0.611,3,159.82,69.29,3,4,-16.73,Normal,synthetic,1.0
85.07,0.05,0,194.19,165.05,7,0,-35.0,Normal,synthetic,1.0
72.84,0.216,3,66.26,279.64,8,0,-15.75,Addicted,synthetic,1.0
72.85,0.754,5,54.54,121.13,4,2,1.96,Frustrated,synthetic,1.0
43.39,0.368,4,192.45,30.0,1,0,-24.8,Frustrated,synthetic,1.0
23.54,0.139,1,149.67,110.18,12,1,38.91,Normal,synthetic,1.0
46.93,0.394,5,201.64,113.57,10,0,51.4,Normal,synthetic,1.0
58.83,0.125,1,109.88,144.28,12,4,-7.87,Normal,synthetic,1.0
86.77,0.196,3,116.71,337.38,6,1,83.77,Addicted,synthetic,1.0
17.84,0.374,4,177.34,31.98,4,4,-5.9,Frustrated,synthetic,1.0
30.0,0.297,2,184.77,172.57,6,1,23.21,Normal,synthetic,1.0
96.09,0.331,2,153.48,247.68,9,0,92.07,Addicted,synthetic,1.0
30.56,0.217,4,73.79,55.98,12,2,1.52,Normal,synthetic,1.0
29.54,0.375,4,113.17,193.25,8,0,7.43,Normal,synthetic,1.0
55.67,0.737,8,25.85,49.47,7,1,16.12,Frustrated,synthetic,1.0
10.0,0.307,4,32.81,157.04,10,4,-1.36,Frustrated,synthetic,1.0
10.0,0.793,5,31.33,209.43,6,1,31.88,Frustrated,synthetic,1.0
28.12,0.372,4,14.54,30.0,10,3,37.52,Frustrated,synthetic,1.0
10.04,0.174,2,96.94,300.0,8,2,10.13,Normal,synthetic,1.0
44.12,0.186,1,119.44,61.56,3,1,-3.9,Normal,synthetic,1.0
